Id	UId	Classification	Representative	Domain	Phylum	Class	Order	Family	Genus	Species	ShortGenus	ClassShortGenus	ColorGenus	PCo1	PCo2	PCo3
GCF_001945385.1_ASM194538v1_genomic|HS1	GCF_001945385.1_ASM194538v1_genomic	GCF_001945385.1_ASM194538v1_genomic|HS1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter denitrificans	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter denitrificans	Achromobacter	Gammaproteobacteria|Achromobacter	Gammaproteobacteria|Achromobacter	0.321037726032671	-0.0867920963889755	0.230538325475972
GCF_001983165.1_ASM198316v1_genomic|HS4	GCF_001983165.1_ASM198316v1_genomic	GCF_001983165.1_ASM198316v1_genomic|HS4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E gessardii	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E gessardii	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0465345126506841	-0.241183592827545	-0.00702030980666168
GCF_001984055.1_ASM198405v1_genomic|HS13	GCF_001984055.1_ASM198405v1_genomic	GCF_001984055.1_ASM198405v1_genomic|HS13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp001984055	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp001984055	Variovorax	Gammaproteobacteria|Variovorax	Gammaproteobacteria|Variovorax	0.361145410388407	0.000795375456022674	-0.166730378350667
GCF_001984065.1_ASM198406v1_genomic|HS5	GCF_001984065.1_ASM198406v1_genomic	GCF_001984065.1_ASM198406v1_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001984065	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001984065	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.1754618253796	0.0738084576658673	-0.0721202827716006
GCF_001984095.1_ASM198409v1_genomic|HS13	GCF_001984095.1_ASM198409v1_genomic	GCF_001984095.1_ASM198409v1_genomic|HS13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__KK5;s__KK5 sp001984095	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	KK5	KK5 sp001984095	KK5	Gammaproteobacteria|KK5	Other	-0.194584774130073	-0.0175065262885128	0.0961640616030649
GCF_001988975.1_ASM198897v1_genomic|HS1	GCF_001988975.1_ASM198897v1_genomic	GCF_001988975.1_ASM198897v1_genomic|HS1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia cordobensis	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia cordobensis	Caballeronia	Gammaproteobacteria|Caballeronia	Gammaproteobacteria|Caballeronia	-0.173596305384294	0.0689779288116706	0.0360473862949163
GCF_001988975.1_ASM198897v1_genomic|HS11	GCF_001988975.1_ASM198897v1_genomic	GCF_001988975.1_ASM198897v1_genomic|HS11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia cordobensis	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia cordobensis	Caballeronia	Gammaproteobacteria|Caballeronia	Gammaproteobacteria|Caballeronia	-0.152563355719562	0.0479911167782136	-0.0711659329030471
GCF_002003485.1_ASM200348v1_genomic|HS8	GCF_002003485.1_ASM200348v1_genomic	GCF_002003485.1_ASM200348v1_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_F;s__Pseudomonas_F resinovorans_C	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F resinovorans_C	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0183984750330426	-0.292281514850032	-0.0675474035875409
GCF_002022265.1_ASM202226v1_genomic|HS1	GCF_002022265.1_ASM202226v1_genomic	GCF_002022265.1_ASM202226v1_genomic|HS1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_C	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_C	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0852898853378739	-0.0225801461464354	0.0275358675432389
GCF_002022265.1_ASM202226v1_genomic|HS2	GCF_002022265.1_ASM202226v1_genomic	GCF_002022265.1_ASM202226v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_C	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_C	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	0.108274231451053	0.0685503203379304	0.0925434117735933
GCF_002025705.1_ASM202570v1_genomic|HS8	GCF_002025705.1_ASM202570v1_genomic	GCF_002025705.1_ASM202570v1_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E putida_J	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E putida_J	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.169213538728275	-0.0378821601711795	0.00504124754527819
GCF_002081795.1_ASM208179v1_genomic|HS2	GCF_002081795.1_ASM208179v1_genomic	GCF_002081795.1_ASM208179v1_genomic|HS2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia donostiensis	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Nocardia	Nocardia donostiensis	Nocardia	Actinomycetia|Nocardia	Other	-0.0788875315757827	0.137504591325657	0.0872938069057548
GCF_002091655.1_ASM209165v1_genomic|HS1	GCF_002091655.1_ASM209165v1_genomic	GCF_002091655.1_ASM209165v1_genomic|HS1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas jinjuensis	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas jinjuensis	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.131472086683201	0.0496547104913076	-0.0696376467474004
GCF_002091715.1_ASM209171v1_genomic|HS2	GCF_002091715.1_ASM209171v1_genomic	GCF_002091715.1_ASM209171v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E migulae	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E migulae	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0100389369008998	-0.274079713367013	-0.105636196258364
GCF_002091755.1_ASM209175v1_genomic|HS3	GCF_002091755.1_ASM209175v1_genomic	GCF_002091755.1_ASM209175v1_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas nitroreducens	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas nitroreducens	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0657392422520115	0.0627969065270732	-0.0126447100143221
GCF_002095435.2_ASM209543v2_genomic|HS15	GCF_002095435.2_ASM209543v2_genomic	GCF_002095435.2_ASM209543v2_genomic|HS15	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Williamsia;s__Williamsia sp002095435	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Williamsia	Williamsia sp002095435	Williamsia	Actinomycetia|Williamsia	Other	-0.163999663205314	0.0765507485467792	-0.0636882996509484
GCF_002095435.2_ASM209543v2_genomic|HS5	GCF_002095435.2_ASM209543v2_genomic	GCF_002095435.2_ASM209543v2_genomic|HS5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Williamsia;s__Williamsia sp002095435	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Williamsia	Williamsia sp002095435	Williamsia	Actinomycetia|Williamsia	Other	0.088484817879311	0.13369166672854	0.0460284362044097
GCF_002099195.1_ASM209919v1_genomic|HS10	GCF_002099195.1_ASM209919v1_genomic	GCF_002099195.1_ASM209919v1_genomic|HS10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia puraquae	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia puraquae	Burkholderia	Gammaproteobacteria|Burkholderia	Gammaproteobacteria|Burkholderia	-0.034360797670604	0.0587345177503269	0.0891494087017073
GCF_002099195.1_ASM209919v1_genomic|HS13	GCF_002099195.1_ASM209919v1_genomic	GCF_002099195.1_ASM209919v1_genomic|HS13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia puraquae	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia puraquae	Burkholderia	Gammaproteobacteria|Burkholderia	Gammaproteobacteria|Burkholderia	-0.189616090217833	0.0980619260800872	-0.208293872777539
GCF_002105285.1_ASM210528v1_genomic|HS3	GCF_002105285.1_ASM210528v1_genomic	GCF_002105285.1_ASM210528v1_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktotalea;s__Planktotalea arctica	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	Planktotalea arctica	Planktotalea	Alphaproteobacteria|Planktotalea	Other	0.279402197646337	0.0525188447954378	0.0265329758320265
GCF_002113375.1_ASM211337v1_genomic|HS11	GCF_002113375.1_ASM211337v1_genomic	GCF_002113375.1_ASM211337v1_genomic|HS11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002113375	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp002113375	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.188910231929433	0.0697558387450599	-0.117843904957012
GCF_002141475.1_ASM214147v1_genomic|HS16	GCF_002141475.1_ASM214147v1_genomic	GCF_002141475.1_ASM214147v1_genomic|HS16	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia sp001557535	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia sp001557535	Caballeronia	Gammaproteobacteria|Caballeronia	Gammaproteobacteria|Caballeronia	-0.0066663883267012	0.0960198543473922	0.11670851826641
GCF_002149015.1_ASM214901v1_genomic|HS10	GCF_002149015.1_ASM214901v1_genomic	GCF_002149015.1_ASM214901v1_genomic|HS10	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia lacunae	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Gordonia	Gordonia lacunae	Gordonia	Actinomycetia|Gordonia	Other	-0.223069686325537	0.0803328657381478	-0.144791924868178
GCF_002150005.2_ASM215000v2_genomic|HS3	GCF_002150005.2_ASM215000v2_genomic	GCF_002150005.2_ASM215000v2_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivivens;s__Marivivens niveibacter	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivivens	Marivivens niveibacter	Marivivens	Alphaproteobacteria|Marivivens	Other	-0.00518712592344979	-0.0179820049236342	0.0310312800137648
GCF_002157355.1_ASM215735v1_genomic|HS19	GCF_002157355.1_ASM215735v1_genomic	GCF_002157355.1_ASM215735v1_genomic|HS19	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp002157355	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp002157355	Variovorax	Gammaproteobacteria|Variovorax	Gammaproteobacteria|Variovorax	0.387263354686985	-0.0316977812230421	-0.120347120925016
GCF_002174125.1_ASM217412v1_genomic|HS2	GCF_002174125.1_ASM217412v1_genomic	GCF_002174125.1_ASM217412v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter populi	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter populi	Acinetobacter	Gammaproteobacteria|Acinetobacter	Gammaproteobacteria|Acinetobacter	-0.0117558491205848	-0.338877249989829	-0.0532281158601044
GCF_002179925.1_ASM217992v1_genomic|HS5	GCF_002179925.1_ASM217992v1_genomic	GCF_002179925.1_ASM217992v1_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia caledonica	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia caledonica	Paraburkholderia	Gammaproteobacteria|Paraburkholderia	Gammaproteobacteria|Paraburkholderia	-0.158232708307328	0.019299848356096	0.0434190574808171
GCF_002192695.1_ASM219269v1_genomic|HS3	GCF_002192695.1_ASM219269v1_genomic	GCF_002192695.1_ASM219269v1_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans_C	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter xylosoxidans_C	Achromobacter	Gammaproteobacteria|Achromobacter	Gammaproteobacteria|Achromobacter	0.325722527358099	-0.0797666495921568	0.223956470870297
GCF_002198665.1_ASM219866v1_genomic|HS7	GCF_002198665.1_ASM219866v1_genomic	GCF_002198665.1_ASM219866v1_genomic|HS7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp002198665	No	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp002198665	Novosphingobium	Alphaproteobacteria|Novosphingobium	Other	-0.10992166045399	0.0325545138733386	0.120354403808552
GCF_002204635.1_ASM220463v1_genomic|HS2	GCF_002204635.1_ASM220463v1_genomic	GCF_002204635.1_ASM220463v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas nitroreducens_A	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas nitroreducens_A	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.0473282216079853	0.0375905253960299	-0.0265980998851815
GCF_002209565.1_ASM220956v1_genomic|HS17	GCF_002209565.1_ASM220956v1_genomic	GCF_002209565.1_ASM220956v1_genomic|HS17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidimonas;s__Candidimonas nitroreducens	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Candidimonas	Candidimonas nitroreducens	Candidimonas	Gammaproteobacteria|Candidimonas	Other	0.292175142551725	0.110280419168438	0.0501031352240913
GCF_002210165.1_ASM221016v1_genomic|HS8	GCF_002210165.1_ASM221016v1_genomic	GCF_002210165.1_ASM221016v1_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CAU-1492;s__CAU-1492 sp002210165	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	CAU-1492	CAU-1492 sp002210165	CAU-1492	Alphaproteobacteria|CAU-1492	Other	0.329812650369049	0.173037843716878	-0.00414208985064683
GCF_002211105.1_ASM221110v1_genomic|HS3	GCF_002211105.1_ASM221110v1_genomic	GCF_002211105.1_ASM221110v1_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas campaniensis_A	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas campaniensis_A	Halomonas	Gammaproteobacteria|Halomonas	Other	-0.134120585410937	-0.0157610992596769	0.142604771922079
GCF_002214825.1_ASM221482v1_genomic|HS3	GCF_002214825.1_ASM221482v1_genomic	GCF_002214825.1_ASM221482v1_genomic|HS3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella ornithinolytica	No	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	Raoultella	Gammaproteobacteria|Raoultella	Other	-0.118682414693832	0.00976900999293328	-0.0474193492288674
GCF_002220365.1_ASM222036v1_genomic|HS8	GCF_002220365.1_ASM222036v1_genomic	GCF_002220365.1_ASM222036v1_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caballeronia;s__Caballeronia sordidicola_C	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia sordidicola_C	Caballeronia	Gammaproteobacteria|Caballeronia	Gammaproteobacteria|Caballeronia	0.0538527515232091	0.103461195892179	0.0710533422472178
GCF_002224125.1_ASM222412v1_genomic|HS3	GCF_002224125.1_ASM222412v1_genomic	GCF_002224125.1_ASM222412v1_genomic|HS3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp002224125	No	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp002224125	Streptomyces	Actinomycetia|Streptomyces	Actinomycetia|Streptomyces	-0.160631963268683	0.0747091276457702	0.0207041123219906
GCF_002234605.1_ASM223460v1_genomic|HS7	GCF_002234605.1_ASM223460v1_genomic	GCF_002234605.1_ASM223460v1_genomic|HS7	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Amycolatopsis;s__Amycolatopsis thermalba	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis thermalba	Amycolatopsis	Actinomycetia|Amycolatopsis	Other	-0.106163527247389	0.114064661679716	-0.143847969037441
GCF_002240355.1_ASM224035v1_genomic|HS9	GCF_002240355.1_ASM224035v1_genomic	GCF_002240355.1_ASM224035v1_genomic|HS9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora marina_A	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora marina_A	Saccharomonospora	Actinomycetia|Saccharomonospora	Other	-0.0898299217352205	-0.0719198916016383	-0.0399290967174428
GCF_002242175.1_ASM224217v1_genomic|HS8	GCF_002242175.1_ASM224217v1_genomic	GCF_002242175.1_ASM224217v1_genomic|HS8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Alcaligenes;s__Alcaligenes aquatilis	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Alcaligenes	Alcaligenes aquatilis	Alcaligenes	Gammaproteobacteria|Alcaligenes	Other	0.281537757964569	0.211892250479965	0.0892617690874369
GCF_002257525.1_ASM225752v1_genomic|HS1	GCF_002257525.1_ASM225752v1_genomic	GCF_002257525.1_ASM225752v1_genomic|HS1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae_B	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas ventosae_B	Halomonas	Gammaproteobacteria|Halomonas	Other	-0.0761863366450078	0.00559616179767858	0.149019186203676
GCF_002261295.1_ASM226129v1_genomic|HS2	GCF_002261295.1_ASM226129v1_genomic	GCF_002261295.1_ASM226129v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella_A;s__Bordetella_A sp002261185	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella_A	Bordetella_A sp002261185	Bordetella	Gammaproteobacteria|Bordetella	Other	0.336717362311948	-0.0492599159784104	0.0115740696553056
GCF_002261315.1_ASM226131v1_genomic|HS6	GCF_002261315.1_ASM226131v1_genomic	GCF_002261315.1_ASM226131v1_genomic|HS6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella sp002261475	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella sp002261475	Bordetella	Gammaproteobacteria|Bordetella	Other	0.402323354684031	-0.0635904757371121	0.146651925945472
GCF_002261435.1_ASM226143v1_genomic|HS2	GCF_002261435.1_ASM226143v1_genomic	GCF_002261435.1_ASM226143v1_genomic|HS2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella sp002261335	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella sp002261335	Bordetella	Gammaproteobacteria|Bordetella	Other	0.386316185003739	-0.0640529392738026	0.136866182665414
GCF_002277815.1_ASM227781v1_genomic|HS9	GCF_002277815.1_ASM227781v1_genomic	GCF_002277815.1_ASM227781v1_genomic|HS9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002277815	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp002277815	Pseudomonas	Gammaproteobacteria|Pseudomonas	Gammaproteobacteria|Pseudomonas	-0.218277298173337	0.0333001227689273	-0.0908644570311353
GCF_002278075.1_ASM227807v1_genomic|HS5	GCF_002278075.1_ASM227807v1_genomic	GCF_002278075.1_ASM227807v1_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia aromaticivorans	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia aromaticivorans	Paraburkholderia	Gammaproteobacteria|Paraburkholderia	Gammaproteobacteria|Paraburkholderia	-0.122540777034572	0.0550596851425789	0.0512066693613337
GCF_002286975.1_ASM228697v1_genomic|HS5	GCF_002286975.1_ASM228697v1_genomic	GCF_002286975.1_ASM228697v1_genomic|HS5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_B;s__Halomonas_B sp002286975	No	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas_B	Halomonas_B sp002286975	Halomonas	Gammaproteobacteria|Halomonas	Other	-0.144737081530444	-0.0266579584724777	0.136229852151543
GCF_002289535.1_ASM228953v1_genomic|HS14	GCF_002289535.1_ASM228953v1_genomic	GCF_002289535.1_ASM228953v1_genomic|HS14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium viridifuturi	No	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium viridifuturi	Bradyrhizobium	Alphaproteobacteria|Bradyrhizobium	Alphaproteobacteria|Bradyrhizobium	0.312475735481079	-0.0400893362812282	-0.0310833776551205
GCF_002354895.1_ASM235489v1_genomic|HS10	GCF_002354895.1_ASM235489v1_genomic	GCF_002354895.1_ASM235489v1_genomic|HS10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera sp002354895	No	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	Thauera sp002354895	Thauera	Gammaproteobacteria|Thauera	Other	0.0590650835739873	-0.107516247651413	-0.0368337874598923
GCF_002355155.1_ASM235515v1_genomic|HS3	GCF_002355155.1_ASM235515v1_genomic	GCF_002355155.1_ASM235515v1_genomic|HS3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium suranareeae	No	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium suranareeae	Corynebacterium	Actinomycetia|Corynebacterium	Other	-0.0804062172268491	0.0781117485646542	0.127391941827206
